Term,Frequency
Mechanismus,3
rescEU,2
bodenschonende,1
Waldbearbeitung,1
Rückepferden,1
Saatdrohnen,1
Meeresschutz,1
Intakte,1
Ozeane,1
Einklang,7
starten,8
Meeresoffensive,1
Meeresnatur,1
kohärente,3
Meeresstrategie,1
Meereskoordination,1
Meeresbeauftragten,1
Meereskonferenz,1
Ökosystemleistungen,1
Nord,4
Ostsee,4
Außenwirtschaftszone,2
AWZ,2
managen,1
infrastrukturellen,1
10,6
gemäß,6
streng,1
Zonen,1
schädlicher,1
ausweisen,1
Hoher,1
See,2
verbindliches,1
Rahmenwerk,1
Vermüllung,1
Schutzgebieten,1
Weddellmeer,1
Verbot,10
Scheuerfäden,1
sogenannten,8
Dolly,1
Ropes,1
Vernichtung,2
Munitionsaltlasten,1
Sofortprogramm,3
aufgelegt,2
Länderfonds,1
langfristige,5
eingerichtet,2
solide,1
finanziert,1
strenge,1
Umweltstandards,1
Umweltverträglichkeit,1
Tiefseebergbau,1
Meeresforschung,1
fortführen,6
Tiefsee,1
auszuweiten,1
Genehmigungen,2
Öl,1
Gasbohrungen,1
jenseits,5
erteilten,2
Rahmenbetriebserlaubnisse,1
erteilen,3
vorsorgende,1
Klimaanpassungsstrategie,2
Hintergrund,5
Flutkatastrophe,1
2021,5
Klimaanpassungsgesetz,1
messbaren,1
Handlungsfeldern,1
Hitzevorsorge,1
Gesundheits,5
Allergieprävention,1
Wasserinfrastruktur,2
rechtzeitig,3
nachsteuern,1
dringliche,1
Verankerung,2
Klimavorsorge,1
privatwirtschaftliche,1
Küsten,2
Hochwasserschutz,1
Bewertung,4
Hochwasser,2
Starkregenrisiken,1
Gefahren,2
Risikokarten,1
Ausnahmekatalog,1
Bauvorhaben,1
ausgewiesenen,1
Überschwemmungsgebieten,1
Risiken,11
minimieren,1
Privathaushalte,1
Starkregenvorsorge,1
Klimaresilienz,3
klimafeste,1
Extremniederschlägen,1
Niedrigwasser,1
trägt,2
Entsiegelungsprojekten,1
Versickerung,1
Regenwasser,1
Überschwemmungen,1
Wasserschutz,1
Wasserrahmenrichtlinie,1
Wassers,1
öffentliches,2
getragene,2
Wasserstrategie,1
Wassermanagements,1
Leitlinie,1
Wasserentnahme,1
Trinkwasserversorgung,1
einräumt,1
Wiederverwendung,1
Abwasser,2
rasche,2
rechtsichere,1
Abwasserabgabengesetz,1
Gewässerschutzes,1
Gewässerverunreinigungen,1
Verwendung,3
wassergefährdender,1
Stoffe,5
Erzeugnissen,1
inakzeptablen,1
essenzielle,1
beschränken,4
Wissensstand,1
Gewässerqualitäten,1
validierten,1
Wasserversorger,1
Mapping,1
Umweltqualitätsnorm,1
Arzneimittelwirkstoffe,1
Wasserrecht,1
Stoffeinträge,1
beurteilen,2
beigefügtem,1
Mikroplastik,1
Kosmetika,1
Waschmitteln,1
flüssigen,1
Polymeren,1
europarechtliche,1
Minderungvon,1
Stickstoffeinträgen,1
Wasser,2
wenden,1
Strafzahlungen,1
Luftreinhaltung,1
Luftbelastung,1
menschliche,3
Luftqualitätsrichtlinie,1
schrittweise,4
neueste,1
Ablassen,1
Kerosin,2
besserer,1
Luftqualität,1
BVT,1
Schlussfolgerungen,1
fristgerecht,2
Minderungsziele,1
Richtlinie,6
Emissionshöchstmengen,1
Luftreinhalteprogramm,1
erforderlichen,8
Bodenschutz,1
Bundesbodenschutzrecht,1
anpassen,15
Nutzungen,2
verbesserten,7
Böden,1
Bodenmonitoringzentrum,2
Flächenverbrauch,2
Siedlungs,1
Verkehrszwecke,1
ha,1
spätestens,8
Fehlanreize,2
Versiegelung,1
Chemikalienpolitik,1
Chemieindustrie,1
weltweiten,1
Produktionsstandort,2
Einsatzes,2
gesundheitsgefährdender,1
Per,1
Polyfluorierter,1
Chemikalien,2
konstruktiv,7
Chemikalienstrategie,1
REACH,1
Registrierung,2
Zulassung,4
Beschränkung,1
chemischer,2
wobei,2
Stoffgruppen,1
bewertet,1
Risikobewertung,1
Kontext,4
Plan,2
hormonaktiven,1
Substanzen,2
Verbraucher,5
Importen,1
entsprechen,4
Kontrolle,9
Produktrückrufe,1
Human,1
Biomonitoring,1
kontinuierliche,1
Stoffen,2
Ressourcenschutz,3
Senkung,2
primären,1
Rohstoffverbrauchs,1
geschlossener,1
Stoffkreisläufe,2
abfallrechtliche,1
Kreislaufwirtschaftsstrategie,1
rohstoffpolitische,1
Strategien,5
Herstellern,1
einheitlich,3
festgelegt,3
langlebig,1
wiederverwendbar,1
recycelbar,1
reparierbar,1
erweiterte,3
Herstellerverantwortung,1
Produktpässe,1
Datensparsamkeit,1
Abfallvermeidung,1
vorteilhafte,1
Mehrweg,1
Rücknahme,1
Pfandsysteme,1
Branchenvereinbarungen,1
Hierbei,2
geteilte,1
Anreizsystem,1
Elektrogeräte,1
gefährliche,1
Lithium,1
Ionen,1
Batterien,1
umweltgerecht,1
entsorgen,1
zuzuführen,1
Retourenvernichtung,1
verankerten,3
Fondsmodell,1
belohnen,1
ressourcenschonendes,1
recyclingfreundliches,1
Verpackungsdesign,1
Rezyklateinsatz,1
Label,1
Beschleunigung,1
Qualitätsstandards,6
Rezyklate,2
hochwertige,5
Qualitätsgesicherte,1
Abfallprodukte,1
Abfallrecht,1
entlassen,2
Produktstatus,1
erlangen,4
Recyclingquoten,1
produktspezifische,1
Mindestquote,1
Rezyklaten,1
Sekundärrohstoffen,1
chemisches,1
Verpackungsgesetz,1
Recyclingoption,1
europaweites,1
Deponierung,1
Siedlungsabfällen,1
illegale,3
Abfallexporte,1
Export,3
Abfällen,1
zertifizierten,1
Recyclinganlagen,1
Plastik,1
Ernährung,7
Betriebe,5
Tierwohls,2
gesunden,2
Tierschutz,1
Tierhaltungskennzeichnung,1
Schlachtung,1
umfasst,3
Herkunftskennzeichnung,1
Informations,5
Aufklärungskampagne,2
Landwirte,3
Nutztierhaltung,2
artgerecht,1
Marktteilnehmer,1
getragenes,1
Einnahmen,3
zweckgebunden,3
landwirtschaftlicher,1
ausgeglichen,1
bürokratisch,1
belasten,2
Investitionsförderung,1
Haltungskriterien,1
ausgerichtet,4
oberen,1
Stufen,1
gewährt,1
Bau,12
Genehmigungsrecht,1
anzupassen,2
Tierbestände,1
Fläche,1
orientieren,8
Emissionsschutzes,1
Ammoniak,2
Methan,2
gebracht,3
Emissionen,5
mindern,1
Umbaus,1
Investitionssicherheit,1
herzustellen,2
Prüf,1
Zulassungsverfahren,1
Stallsysteme,1
serienmäßig,1
hergestellte,1
Betäubungsanlagen,1
Rechtsvorschriften,1
Bränden,1
Störungen,1
Ställen,1
angemessenen,5
Übergangsfristen,1
Nutztierhaltungsverordnung,1
Tierschutzgesetz,1
Qualzucht,1
konkretisieren,2
kurative,1
Eingriffe,2
Anbindehaltung,1
Tiergesundheitsstrategie,1
Datenbank,2
inkl,1
Verarbeitungsbetriebe,1
tierischer,1
Nebenprodukte,1
wirkstoff,1
anwendungsbezogenen,1
Antibiotikaeinsatz,1
landwirtschaftlichen,1
Lebendtiertransporte,1
Drittstaaten,3
erlaubt,1
Routen,1
nachgewiesen,2
tierschutzgerechten,1
Versorgungseinrichtungen,1
Tiertransporte,1
Datenbanksystems,1
TRACES,1
dezentrale,4
mobile,3
Schlachtstrukturen,1
kameragestützten,1
Überwachungssystems,1
tierschutzrelevanten,1
Schlachthöfen,1
relevanten,4
Größe,1
Vollzugslücken,1
Tierschutzes,1
ausschließlich,2
zustehenden,2
Eingriffskompetenz,1
Tierschutzrechts,1
Strafrecht,3
maximale,1
Strafmaß,1
Reduktionsstrategie,2
Tierversuchen,1
ressortübergreifendes,1
Kompetenznetzwerk,1
Onlinehandel,1
Heimtieren,1
verpflichtende,2
Identitätsüberprüfung,1
Kennzeichnung,2
Hunden,1
obligatorisch,1
aktualisieren,5
Leitlinien,3
Tierbörsen,1
Positivliste,1
Wildtiere,1
Übergangsfrist,2
Zirkussen,1
gehalten,1
Bildungsarbeit,3
Zoologischer,1
Gärten,1
Tierheime,1
Verbrauchsstiftung,1
weites,2
Haltung,1
Zucht,1
Pelztieren,1
nimmt,3
länderübergreifenden,1
Seuchenfällen,1
Afrikanischen,2
Schweinepest,1
koordinierende,1
unterstützende,2
beseitigt,1
Mängel,1
Amt,4
Tierschutzbeauftragten,1
Agrarpolitik,2
unverzüglich,3
Begleitverordnungen,1
Strategieplan,1
Gemeinsamen,4
GAP,1
Einkommenssicherung,1
angepasst,8
Architektur,1
Zielerreichung,1
Evaluierung,6
Konzept,10
Direktzahlungen,1
Honorierung,1
Umweltleistungen,1
ersetzt,2
Einkommenswirksamkeit,1
Orientiert,2
GRW,4
überjährige,2
Finanzmittel,1
landwirtschaftliche,1
2023,22
Ernährungsstrategie,1
gesunde,2
Umgebung,1
Bewegung,2
Gemeinschaftsverpflegung,1
Vernetzungsstellen,1
weiterbetreiben,1
Modellregionenwettbewerb,1
ökologischer,2
Erzeugnisse,1
Ausbauziele,2
Beteiligten,3
Lebensmittelverschwendung,1
branchenspezifisch,1
haftungsrechtliche,1
steuerrechtliche,2
Erleichterung,3
pflanzliche,1
Proteinquellen,1
Fleischersatzprodukten,1
gerichtete,1
Werbung,2
Lebensmittel,1
hohem,2
Zucker,2
Fett,2
Salzgehalt,1
Sendungen,1
14,2
Jährige,2
Nutriscore,1
wissenschaftlich,2
allgemeinverständlich,1
Kriterien,10
gesundheitlichen,1
gesundheitsgefährdenden,1
endokrine,1
Disruptoren,1
Mehrfachbelastungen,1
Kontaktmaterialen,1
Lebensmittelwarnung,1
de,1
praktikabler,1
fundierte,2
Zielgruppenabgestimmte,1
Reduktionsziele,1
Salz,1
Landbau,3
Verlust,1
Pflanzenschutzmitteln,4
Maß,2
folgenden,1
Ökologischer,1
Ökolandbau,2
Bundesmittel,2
Ausbauziel,1
Agrarforschungsgelder,1
Forschungsbelange,1
Ökolandbaus,1
Bio,1
integrierte,2
Pflanzenschutz,2
ergänzt,3
Pflanzen,1
geschützt,3
Nebenwirkungen,1
rechtssicher,9
geschlossen,1
schnellere,4
Anwendungen,5
geringfügigem,1
Umfang,3
angebauten,1
Sonderkulturen,1
Vorratsschutz,1
Resistenzstrategien,1
Applikationstechnik,1
zielgenauen,1
Ausbringung,1
Abdrift,1
chemisch,1
Biologicals,1
low,1
risks,1
Pflanzenstärkungsmittel,1
physikalisch,1
biologisch,1
Anbaumethoden,1
Drohnen,6
Prognosemodelle,1
etc,4
zugehörigen,1
Analog,1
Reglungen,1
Naturschutzgebieten,1
Landwirtinnen,1
Landwirten,1
Erschwernisausgleich,1
bekommen,6
Trinkwasserschutzgebiete,1
Glyphosat,1
Herkunfts,1
Identifikationssystem,1
Nährstoff,1
voranzubringen,1
Züchtung,1
klimarobusten,1
Pflanzensorten,1
Populationssorten,1
Modellprojekte,3
Crowd,1
Breeding,1
Züchtungsmethoden,1
Risiko,2
Nachweisforschung,1
benötigten,1
geeigneter,1
Aktualität,1
berechtigten,2
echte,4
zentralem,1
sämtlichen,2
Diensten,1
Verwaltungsdienstleistungen,1
Staatliche,1
Verwaltungsebenen,1
gestellt,5
Agrardatenraum,1
Gaia,1
Dateninfrastruktur,1
klarem,1
Nutzungsrecht,1
betriebsspezifischen,1
Formate,2
ausdrücklich,3
Bodenpolitik,1
Removal,1
Certification,1
Guidelines,1
aktiv,15
Aktualisierung,1
Bodenschutzgesetztes,1
Bodenrichtlinie,1
klimarobustem,1
Pflanzenbau,1
startet,1
hierfür,13
Zukunftsfähiger,1
Ackerbau,1
Eiweißpflanzenstrategie,1
Ausgleichs,1
Ersatzmaßnahmen,1
landwirtschaftlich,1
genutzte,1
bzw,23
wirtschaftende,1
veräußert,2
Fischerei,5
wissenschaftsbasierte,1
Ermittlung,1
Zuteilung,2
Fangquoten,1
einfordern,2
Zukunftskommission,1
initiieren,4
Empfehlungen,9
Aquakultur,1
Binnen,1
Hochseefischerei,1
Grundschleppnetz,1
Fangtechniken,1
artenspezifisch,1
naturschutzgerechte,1
Stellnetzen,1
erkennen,3
Anglerinnen,1
Angler,1
Lebensmittelmarkt,2
Preisen,4
kartellrechtliche,1
Missbrauchsaufsicht,1
Verkauf,1
Lebensmitteln,1
Produktionskosten,1
unterbunden,1
Milchmarkt,1
beobachten,2
Bilanz,1
Lieferbeziehungen,1
Mobilitätspolitik,1
effiziente,4
intelligente,1
Veränderungsprozesse,1
werben,4
Akzeptanz,5
dialogorientiert,1
2045,5
Mobilitätsbereiches,1
praktische,1
Logistikstandorts,1
zukunftsfesten,1
Arbeitsplätzen,1
Verkehrsinfrastruktur,1
erhöht,5
langfristig,8
abgesichert,1
Schiene,3
Straße,2
Deutschlandtaktes,3
Bundesfernstraßen,2
stärkeren,2
Sanierung,2
besonderem,2
Ingenieurbauwerke,1
Erhaltungsmittel,1
wachsendem,1
Etat,1
Infrastrukturkonsens,1
Bundesverkehrswegen,1
parallel,1
Bedarfsplanüberprüfung,2
Dialogprozess,2
Verkehrs,3
Verbraucherschutzverbänden,1
Verständigung,2
Prioritäten,1
geltenden,7
Bundesverkehrswegeplan,1
neuer,5
Bundesverkehrswege,1
mobilitätsplan,1
2040,1
Nebeneinander,1
Autobahn,2
GmbH,3
Fernstraßenplanungs,1
bau,3
DEGES,1
aufheben,3
Finanzierungsvereinbarung,1
Differenzierung,1
Lkw,5
Maut,2
vornehmen,5
gewerblichen,2
Güterkraftverkehr,1
Tonnen,1
Zuschlag,1
Bedingung,2
Doppelbelastung,1
Preis,9
Mehreinnahmen,1
Lärmbelastungen,1
Verkehr,7
Reduzierung,3
mutwilligem,1
Lärm,3
aktiven,3
passiven,1
Lärmschutz,3
Lärmschutzmaßnahmen,1
Lärmsituation,2
Lärmsanierungsprogramme,1
Schienenwege,1
Innovative,1
Lärmvermeidung,1
Güterwagen,1
Markteinführung,1
Bahnverkehr,1
Masterplan,3
Schienenverkehr,1
zügiger,2
Schienengüterverkehr,1
25,5
steigern,6
Verkehrsleistung,1
Personenverkehr,1
verdoppeln,1
Zielfahrplan,1
Infrastrukturkapazität,1
Sofern,1
haushalteerisch,1
machbar,1
günstiger,3
Bahnen,1
Oberzentren,1
Fernverkehr,1
anbinden,2
infrastrukturell,1
organisatorisch,2
eisenbahnrechtlich,1
Grenzüberscheitenden,1
Nachtzugangebote,1
aufbauen,2
75,1
Schienennetzes,1
elektrifizieren,1
Antriebstechnologien,1
Fahrzeugen,3
Strecken,2
Schnelle,1
Kapazitätserweiterung,1
Bahnhofsprogramme,1
Streckennetz,1
reaktivieren,1
Stilllegungen,1
Beschleunigungskommission,1
Digitalen,1
Automatischen,1
Kupplung,1
Einzelwagenverkehr,1
Investitionsanreize,1
Gleisanschlüsse,1
Gewerbe,1
Industriegebieten,1
Schienenanbindung,2
KV,3
Terminals,1
Kranbarkeit,1
Sattelaufliegern,1
Ablauf,1
max,1
50,4
Kilometer,3
freistellen,1
Konzern,1
konzerninternen,1
Arbeitsmarktes,1
internen,1
Infrastruktureinheiten,1
DB,3
Station,1
Konzerns,1
gemeinwohlorientierten,1
Infrastruktursparte,1
zusammengelegt,1
100,5
Gesamtkonzern,1
Gewinne,1
Betrieb,8
verbleiben,1
zukünftig,7
Infrastruktureinheit,1
Eisenbahnverkehrsunternehmen,1
markt,1
gewinnorientiert,1
weitergeführt,1
Investitionsmittel,1
Öffentlicher,2
versetzen,1
Attraktivität,4
ÖPNV,3
Fahrgastzahlen,1
pandemiebedingten,2
Einnahmeausfälle,1
ausgleichen,2
Modernisierungspakt,1
Eigenanteile,2
Aufteilung,1
verständigen,3
Tarifstrukturen,1
Regionalisierungsmittel,1
Qualitätskriterien,1
Angebote,18
Erreichbarkeit,3
urbane,1
ländliche,2
nahtlose,1
Verkehrsunternehmen,1
Mobilitätsanbieter,1
Echtzeitdaten,1
bereitzustellen,1
Anbieterübergreifende,1
Buchung,1
Bezahlung,1
Datenraum,1
Intermodale,1
Verknüpfungen,1
Mobilitätsstationen,1
Mobilitätsdienste,1
Mobilitätslösungen,1
Carsharing,1
vernetztes,1
Verkehre,2
Busse,1
zeitnah,6
verlängern,9
mittelstandsfreundlicher,1
Tariftreue,1
Tarifverträge,2
Mittelständische,1
eigenwirtschaftlicher,1
Mobilitätsforschung,1
interdisziplinär,2
aufwerten,4
aufstellen,4
Schienenverkehrsforschung,1
Güterverkehr,2
Güterverkehrskonzepte,1
emissionsfreie,2
Stadtlogistik,1
Ladezonen,1
Logistik,1
Hubs,3
Genehmigungspraxis,1
Schwerlast,1
Großraumtransporten,1
Kontrollbehörden,2
Sichere,2
Stellflächen,1
Autobahnen,1
telematisch,1
optimieren,2
Fachkräftemangel,1
Qualifizierung,7
Autoverkehr,1
Transformationsprozess,1
Fördermaßnahmen,3
Elektro,2
Gemäß,1
Vorschlägen,2
2035,2
neutrale,1
Fahrzeuge,9
zugelassen,3
wirkt,2
Außerhalb,1
Flottengrenzwerte,2
nachweisbar,2
Fuels,1
betankbare,1
umsetzbaren,1
Schadstoffnorm,1
EURO,1
Ladeinfrastruktur,5
Bedarf,5
vorausgehen,2
vorauslaufenden,1
Million,1
diskriminierungsfrei,2
zugänglichen,1
Ladepunkten,2
Schnellladeinfrastruktur,1
Mobilisierung,1
wettbewerbliche,2
greifen,2
Versorgungsauflagen,1
baulich,1
Netzinfrastruktur,2
Netzanschlussbedingungen,1
vorausschauenden,1
bidirektionales,1
Laden,1
transparente,4
einsehbaren,1
Belegungsstatus,1
flächendeckenden,1
Netzes,2
Schnellade,1
ausgeschriebenen,1
kommunale,3
Vernetzung,4
Nutzfahrzeuge,1
Tank,1
Mobilitätsdatengesetz,1
Zugänglichkeit,1
Verkehrsdaten,1
wettbewerbsneutralen,1
Fahrzeugdaten,1
Treuhänder,1
Zugriffsbedürfnisse,1
Nutzer,3
Anbieter,3
staatlicher,1
Organe,1
betroffener,1
Entwickler,1
Haftungsfragen,1
Datenhoheit,1
Verkehrsordnung,1
Straßenverkehrsgesetz,1
Straßenverkehrsordnung,1
Flüssigkeit,1
Umweltschutzes,1
städtebaulichen,2
Entscheidungsspielräume,1
eröffnen,5
Öffnung,2
Parkraumkontrolle,1
Vision,1
Zero,2
Verkehrssicherheitsprogramm,1
generelles,1
Tempolimit,1
Jugendliche,12
Straßenverkehr,1
schulen,1
begleitetes,1
Elemente,2
Führerscheinunterrichtes,1
Fahrzeugdokumenten,1
Monopol,1
Fahrerlaubnisprüfung,1
geltender,1
Notbrems,1
Abstandsassistenten,1
Nutzfahrzeugen,1
abgeschaltet,1
Nachrüstung,1
Abbiegeassistenzsystemen,1
verpflichtenden,1
Einbau,1
weiterhin,21
Radverkehr,1
Radverkehrsplan,1
fortschreiben,3
Radwegenetzes,1
kommunaler,2
Radverkehrsinfrastruktur,1
Radverkehrs,1
Kombination,2
Fußverkehr,1
strukturell,3
unterlegen,2
Schiffsverkehr,2
Hafenstrategie,1
enge,7
Häfen,1
Hafeninfrastrukturen,1
Schifffahrtsanteil,1
Hinterlandanbindungen,1
Landstrom,1
Flottenerneuerungsprogramm,1
Binnenschifffahrt,1
Fit,4
55,6
Gesamtbelastungen,1
Schifffahrt,1
behalten,4
Seeschifffahrt,1
Hydrografie,1
Flaggenstaatsverwaltung,1
einzuführen,3
Offshore,6
Windenergieausbau,3
Schleusen,1
gesamtgesellschaftlichen,2
Wasserstraßen,2
Luftverkehr,4
Luftverkehrswirtschaft,1
industrie,1
Schlüsselbranchen,1
Beteiligungsprozess,2
Luftverkehrskonzept,1
Flughäfen,1
erstellen,3
Drehkreuzen,1
Bahnverbindungen,1
Kurzstreckenflügen,1
Vorreiter,1
neutralen,3
reduziert,1
vermeidet,1
Kerosinsteuer,1
Anlehnung,3
Energiegehalt,1
Luftverkehrsabgabe,2
erhoben,2
Flugtickets,1
unterhalb,1
Steuern,4
Zuschläge,1
Entgelte,1
Gebühren,1
verkauft,1
pandemiebedingte,1
Luftfahrtbranche,1
Luftverkehrssteuer,1
strombasierten,1
Flugkraftstoffen,1
Flottenmodernisierung,1
Power,1
Liquid,1
PtL,1
anzureizen,2
Fluglärm,1
lärmabhängiger,1
Flughafenentgelte,1
Flughafenbetrieb,1
Flugsicherung,1
Thema,2
Lärmschutzes,1
erweitert,2
Änderung,2
Fluglärmschutzgesetzes,1
Evaluierungsberichts,1
betrachten,3
Single,2
Sky,1
niedrigeren,1
Schwefelgehalt,1
Detektion,1
Abwehr,1
hoheitliche,1
menschengemachte,1
Klimawandel,3
Industriestandort,3
Projekt,2
Regierungsarbeit,1
aktivieren,4
Beitrag,17
ableiten,2
verpflichtet,5
Bundesverfassungsgerichts,3
kosteneffizienten,1
technologieoffen,2
Atomausstieg,1
nächsten,4
mitnehmen,1
Verhandlungen,7
einzelnen,4
technologieneutral,1
Klimaschutzgesetz,2
Verordnungen,1
Querschnittsaufgabe,1
federführende,1
Ressort,2
Vereinbarkeit,2
Klimaschutzzielen,1
prüft,2
entsprechenden,6
Begründung,1
versieht,1
Klimacheck,2
leisten,14
Bauen,10
Stromerzeugung,1
anhand,4
sektorübergreifenden,1
Klimaabkommen,1
Gesamtrechnung,1
jährliche,2
aufgrund,8
Nichterreichung,1
Emissionshandels,4
Zertifikate,1
Lastenteilung,2
kaufen,1
Bundeshaushalt,6
Klimaschutzsofortprogramm,1
Erneuerbare,7
höheren,3
Bruttostrombedarf,1
680,1
750,1
TWh,1
80,3
stammen,1
Netzausbau,3
jährlichen,4
Ausschreibungsmengen,1
Instrumentenmix,1
massiven,5
EEG,7
förderfreien,1
Zubau,3
Stromlieferverträge,1
PPA,1
europaweiten,2
Herkunftsnachweisen,1
dezentralen,1
ausgeförderten,1
Erzeugerregion,2
Grün,1
erzeugter,1
grüner,1
Versorgungssicherheit,8
Schutzgüterabwägung,1
befristeten,2
bundeseinheitlichen,3
Bewertungsmethode,1
Artenschutzprüfung,1
Windenergievorhaben,1
Ausnahmetatbestände,1
fassen,3
Zulassungsbehörden,1
externer,1
zeitliche,1
Genehmigungsfristen,1
Antragsunterlagen,1
Klarstellung,1
Umsetzungsfristen,1
vorgenommen,1
geeigneten,4
Dachflächen,1
Solarenergie,2
Neubauten,2
Bürokratische,1
Bauherren,2
administrativ,1
überfordern,1
Konjunkturprogramm,1
Photovoltaik,1
ca,1
200,2
GW,4
beseitigen,5
Netzanschlüsse,1
Zertifizierung,2
Vergütungssätze,1
Ausschreibungspflicht,1
Dachanlagen,1
Deckel,1
Agri,1
Floating,1
Ko,2
Windenergie,4
Landesflächen,1
ausgewiesen,2
nähere,1
Flächenziels,1
Baugesetzbuch,2
Kooperationsausschuss,1
Halbjahr,2
beschleunigten,2
Ausbaus,2
Bereitstellung,2
windhöffigen,1
vorankommt,1
verbrauchsnah,1
Onshore,2
Netzengpässe,1
Windparks,1
Genehmigungsaufwand,1
alte,1
Windenergieanlagen,2
ersetzen,6
Konflikt,1
Windkraftausbau,1
technische,4
Vermeidungsmaßnahmen,1
entschärfen,1
Antikollisionssysteme,1
Abstände,1
Drehfunkfeuern,1
Wetterradaren,1
kurzfristig,3
Tiefflugkorridoren,1
40,2
70,2
Nutzungsformen,1
genießen,1
Interessenausgleich,2
grenzüberschreitende,6
zusätzlich,2
erzeugten,1
Windstrom,1
eingriffsminimierend,1
Technologieentscheidungen,1
hybrider,1
Interkonnektoren,1
vermaschter,1
Multiterminalanbindungen,1
landseitige,1
Netzintegration,1
Bioenergie,1
Biomasse,1
Geothermie,1
Energieversorgung,3
Datenlagen,1
Fündigkeitsrisikoversicherung,1
größeren,2
Freiflächen,1
Solaranlagen,1
Gebiet,1
wichtiges,4
Element,1
Möglichen,1
Energy,1
Sharing,1
absichert,3
minimis,1
ausschöpfen,3
Novellierung,2
Steuer,3
Abgaben,1
Umlagensystems,1
Mieterstrom,1
Quartierskonzepten,1
Wärmeplanung,1
Wärmenetze,1
Wärme,6
erzeugen,2
Gesprächen,1
einladen,1
Klimarahmenkonvention,1
Klimabildung,1
beschleunigter,1
Ausstieg,1
Kohleverstromung,2
Idealerweise,1
verschärfte,1
Klimaziel,1
kommende,1
unterstützte,1
Verschärfung,1
schränken,1
zunehmend,1
angestrebten,1
moderner,5
Gaskraftwerke,6
Laufe,3
steigenden,5
Energiebedarf,2
decken,2
2026,3
Kohleausstiegsgesetz,1
vorgesehenen,1
Überprüfungsschritt,1
Zukunftsperspektiven,1
Kraftwerksstandorten,1
gebaut,4
Gase,2
H2,3
ready,3
umgestellt,3
Stresstest,1
betroffenen,7
Kohleabbau,1
Betroffenen,6
solidarische,1
zählen,2
Strukturstärkungsgesetzes,2
Universitätsmedizin,1
Cottbus,1
vorgezogen,2
flankierenden,1
arbeitspolitischen,1
Anpassungsgeld,1
Qualifizierungskomponente,1
jüngere,1
Bergfreie,1
fallen,2
Kohleausstiegs,1
ergänzend,3
zugesagten,1
Entschädigungen,1
zahlen,2
Umsiedlungsabschnitt,1
Dörfer,1
Rheinischen,1
Revier,1
Lützerath,1
Gerichte,2
entscheiden,4
Geprüft,1
Rückbau,1
Renaturierung,1
organisiert,4
Gas,1
Energieinfrastruktur,3
erneuerbaren,2
Handlungsfähigkeit,5
21,2
Jahrhundert,2
diversifizieren,1
energiepolitische,1
Energierecht,1
Erdgas,1
Übergangszeit,1
unverzichtbar,4
einheimische,1
Hochlauf,1
günstigen,1
technologieoffene,3
Wasserstoffregulatorik,1
leistungsfähigen,1
Wasserstoffwirtschaft,1
Transportinfrastruktur,1
Elektrolysekapazität,1
Gigawatt,1
engagierter,1
gestalteter,1
novellierte,1
Atomkraft,1
Auswirkungen,6
beachten,1
Folgeprodukten,1
Importpartnerschaften,1
Wasserstoffinfrastruktur,1
Programme,6
H2Global,1
Wasserstoffnetze,1
Energiesystems,3
Netzinfrastrukturen,1
planen,2
Bundesnetzagentur,2
Netzbetreiber,1
beauftragen,3
aktuellen,3
Netzentwicklungsplanungen,1
hinausgehenden,1
Klimaneutralitätsnetz,1
berechnen,1
Bundesbedarfsplan,1
Besonderes,1
Augenmerk,3
Stromautobahnen,1
Sofortprogramms,1
Realisierung,1
Wasserstoffnetzen,1
Zuordnung,1
Roadmap,2
Systemstabilität,1
Verteilnetze,1
vorausschauende,2
Steuerbarkeit,1
Rollout,1
intelligenter,2
Messsysteme,1
Smart,5
Grids,1
Gewährleistung,1
Speicher,2
eigenständige,4
Vergleich,1
Investitionsbedingungen,1
Einfluss,1
Sicherheitsinteressen,1
berührt,1
Strommarktdesign,2
Zuge,6
Koalitionsfraktionen,8
Klimaneutrales,1
Stromsystem,1
einbezieht,1
Integration,14
Energiebinnenmarktes,1
gesicherter,1
Atom,2
abzusichern,5
Kapazitätsmechanismen,1
Flexibilitäten,1
gesicherte,1
hocheffiziente,1
Kopplung,1
Gesetzes,3
Kohlekraftwerkstandorten,1
anreizen,1
Energieeffizienzmaßnahmen,2
Lastmanagement,1
Marktpreise,1
KWK,1
bedarf,7
raschen,1
Finanzierungsarchitektur,1
sektorübergreifende,1
Erzeugungsmodelle,1
Treibhausgasemissionen,2
erneuerbarer,3
Sektorenkopplung,2
anstatt,1
Netzengpässen,1
abzuschalten,1
staatlich,2
induzierten,1
Preisbestandteile,1
Energiesektor,1
systematische,3
konsistente,2
verzerrungsfreie,1
abzielen,1
Energieträger,1
Netzentgelte,1
stärkt,5
fördert,2
fair,4
gerechte,4
Energiepreise,4
höherer,1
Preiskomponenten,1
Umlage,6
Strompreis,1
Januar,8
Haushalt,4
übernimmt,2
EKF,3
Emissionshandelssysteme,1
BEHG,5
ETS,6
Zuschuss,1
Klimaschutzmaßnahmen,2
stemmen,1
Vollendung,1
Kohleausstieges,1
auslaufen,1
Ausnahmen,3
Energiesteuern,1
Kompensationsregelungen,1
Steuerbegünstigungen,1
abzubauen,2
beziehen,2
Entlastung,3
Wegfall,1
Emissionshandel,1
Brennstoffemissionshandelsgesetz,2
Programms,1
Ausgleich,2
geringeren,1
