Term,Frequency
landwirtschaftlichen,2
außerlandwirtschaftliche,1
Investoren,1
unterbinden,3
Lebensmittelerzeugung,1
verarbeitung,1
herrschen,3
Arbeits,6
Beschäftigte,10
Fleischindustrie,2
Arbeitnehmer,8
tarifliche,1
Löhne,8
Saisonarbeit,1
prekäre,4
Beschäftigung,14
Sozialversicherungsschutz,1
trifft,4
körperlich,1
schwere,3
karge,1
schlechte,1
Unterkünfte,2
Ungerechtigkeiten,3
Verarbeitung,3
Vermarktung,2
Wunsch,3
regional,3
handwerklich,1
erzeugte,1
Bäckerei,2
Metzgerei,1
Bauernhof,1
wächst,1
stetig,2
geführt,4
funktionierende,2
Lieferketten,4
Betriebesterben,1
entgegentreten,2
importierten,1
Einrichtungen,16
verstärkt,14
Umstellungsware,1
Nachfrage,1
Regionalsiegel,1
Direktvermarktungen,1
Einkaufs,1
Apps,2
Regionalwerbung,1
Definition,3
regionalen,9
Betrug,3
Öffentliche,3
gezielte,11
Auflagen,1
Kennzeichnungsvorschriften,1
bäuerlichen,1
zugutekommen,4
Regionalvermarktung,1
partizipative,5
Ansätze,7
Erzeuger,1
innengemeinschaften,1
solidarische,4
Ernährungsräte,1
Gesunde,1
zugänglich,14
Ernährungsbedingte,1
Stellschrauben,1
justieren,2
ernähren,1
einfacher,6
Kitas,4
Krankenhäuser,4
Pflegeheime,1
Mensen,1
Kantinen,1
regionales,1
erzeugtes,1
anzubieten,3
vollwertiges,2
vegetarisches,1
veganes,1
täglichen,1
scheitert,2
allzu,1
unzureichendem,1
mangelnder,1
Lebensmittelindustrie,1
Reduktionsstrategien,1
Zucker,1
Salz,1
Fett,1
Zusatzstoffe,1
Fertiglebensmitteln,1
gesündere,1
Lebensmittelwerbung,1
Umweltgerechte,1
Lehrpläne,1
Ausbildungsbereiche,1
Ernährungspolitik,1
tierische,3
konsumieren,1
vegetarische,1
vegane,1
Markteinführung,2
pflanzlichen,2
Fleischersatzprodukten,1
steuerlich,5
besserstellen,1
pflanzliche,1
Milchalternativen,1
reduzierten,2
Mehrwertsteuersatz,2
verkauft,2
gehandelten,1
Kaffee,1
runtersetzen,1
Insgesamt,2
Forderung,1
Kommission,11
Umweltfolgekosten,1
Lebensmittelbereich,1
berücksichtigen,11
Steuerreform,1
aufgreifen,1
tierischen,2
darstellt,3
Lebensmittelverschwendung,1
Rettet,1
Gesetz,11
Reduktionsziele,2
Lebensmittelhandel,1
produzent,1
verpflichten,4
genusstaugliche,1
weiterzugeben,1
Containern,1
entkriminalisiert,1
Klare,1
Lebensmittelkennzeichnung,1
nachhaltiges,4
erkennen,4
verständlichen,1
Informationen,9
Zutaten,1
Herkunft,8
nötige,4
Tierhaltungskennzeichnung,1
anspruchsvollen,1
Fleisch,1
Bestandteilen,1
Weiterentwicklung,10
Tierschutzstandards,2
Rechnung,3
Nährwertkennzeichnung,1
Nutriscore,1
Fertigprodukte,1
anwenden,1
Enthaltene,1
Allergene,1
gekennzeichnet,2
vegetarischen,1
veganen,1
weite,4
rechtsverbindliche,1
vegetarisch,1
vegan,1
Lebensmittelhygiene,1
Ergebnisse,5
Lebensmittelkontrollen,1
erkennbar,2
Tieren,5
Teufelskreis,1
Dumpingpreisen,1
erdrückt,1
überleben,1
gezüchtet,1
kürzer,1
gesellschaftlichen,21
Probleme,5
Industrielle,1
Massentierhaltung,1
Billigfleischexport,1
Ausweg,1
gehalten,3
Auslauf,1
Freien,1
artspezifisch,1
deutliche,3
Anhebung,1
Umbauförderung,1
Cent,2
Haltungskennzeichnung,1
Obergrenzen,1
Stall,1
gebunden,1
tiergerechte,1
tiergerechten,1
brandsicheren,1
Ställen,1
Weidetierhaltung,1
Grünland,1
sinnvoll,3
nutzt,1
Ställe,1
zumindest,1
Ökoverordnung,1
tierquälerische,1
Hochleistung,1
robuste,2
Rassen,1
Zweinutzungsrassen,1
Amputationen,1
Eingriffe,1
Betäubung,1
qualvolle,1
Betäubungsmethoden,1
Käfig,1
Anbindehaltung,1
Antibiotika,2
einzusetzen,1
kranke,1
Einzeltiere,1
behandelt,1
Reserveantibiotika,1
Humanmedizin,1
vorbehalten,1
Lebendtiertransporte,2
ziehen,4
mobile,3
Schlachtung,1
Schlachten,1
zentralen,11
Schlachthof,1
Tiertransporte,1
Stunden,3
Drittstaaten,5
respektieren,1
fühlende,1
würdevolles,3
Schmerzen,1
Angst,5
Stress,3
wirkungsvolle,2
Sanktionen,13
Tierschutzvergehen,1
Strafrecht,1
effektiven,6
Vollzug,1
hinzuwirken,2
Verbandsklagerecht,7
anerkannte,7
Tierschutzorganisationen,2
anerkannten,3
unabhängige,15
Bundestierschutzbeauftragte,1
Auskunfts,1
Akteneinsichtsrechte,1
wahrnehmen,4
Rechtsverstöße,3
beanstanden,1
Tierschutzbeauftragte,1
zuständigen,5
Bundesbehörden,5
Gesetzesvorhaben,1
Tierschutzangelegenheiten,1
beteiligt,5
Zucht,1
Wildtieren,1
Zirkussen,1
konsequente,6
Tierversuchen,1
Ausstiegsstrategie,1
innovativen,3
Forschungsmethoden,1
beteiligten,3
zukunftsorientierten,1
tierfreien,1
tierfreie,1
verbesserten,2
Medikamenten,5
Sicherheitsprüfungen,1
Zulassung,1
tierversuchsfreier,1
Tierversuche,1
deutsches,1
Wildtierhandel,2
Leine,1
Covid,6
19,5
zusammengedacht,1
Planetary,1
Health,5
Ansatz,3
basiert,3
Zoonose,1
übertragenen,2
Infektionskrankheit,1
häufiger,4
fortschreitende,1
Vordringen,1
begünstigt,1
entgegenzuwirken,1
Wildtiere,1
strenger,2
reguliert,3
existierende,1
Regularien,1
Herkunftsländern,3
wirtschaftliche,6
aufgebaut,4
Portalen,1
gewerblichen,1
Börsen,2
kommerzielle,1
Wildfängen,1
Einfuhr,1
Jagdtrophäen,1
Wildtiernachzuchten,1
Positivliste,1
Sachkundenachweis,1
Schwierigkeit,1
jeweiligen,7
Tierart,1
bemisst,1
industrielle,2
Pandemien,10
coronainfizierten,1
Nerzen,1
Notwendigkeiten,2
Eindämmung,2
möglicher,1
Zoonosen,1
auszurichten,2
Pelzen,1
Pelztierfarmen,1
Industriestandort,2
nachgefragt,1
Europäer,6
Teile,4
fester,2
unternehmerische,1
Investitionsstrategien,1
meisten,6
Märkte,6
Köpfen,1
stecken,1
Wille,1
Agilität,1
Unternehmer,7
Ideen,9
überzeugt,2
freie,12
kreative,1
Dynamik,3
gesellschaftlicher,5
innovativ,2
lösen,2
Umbruch,2
prägt,1
notwendige,9
marktfähig,1
Spitze,2
beanspruchen,1
Gestaltungsmöglichkeiten,3
G7,1
Präsidentschaft,1
2022,3
großem,2
Industrieland,1
autoritärem,1
Staatskapitalismus,1
unregulierten,1
Techgiganten,2
behaupten,3
Wirtschaftszweige,1
hart,5
zuvor,3
verschlafen,1
Endlichkeit,1
verlangen,3
Umsteuern,1
klug,1
anstellen,1
Finanzsystem,3
eichen,1
stattfindet,2
übernutzen,1
Sozialsysteme,2
Arbeitsmarkt,11
Staatsfinanzierung,1
innerhalb,23
stabil,1
Gemeinwohls,2
versöhnt,1
Start,10
ups,9
Dienstleistungsbranche,1
Entfaltung,2
steuert,1
Verhältnisse,2
entfalten,4
einzelbetrieblich,1
sinnvollen,1
Ungeregelte,1
zerstören,1
entfachen,2
Weichen,4
streichen,3
ordnungspolitische,1
gehandelt,2
konsumiert,1
Effizienz,3
Zweck,4
bemessen,2
eigentliche,1
Investitionsoffensive,2
öffentlich,17
privat,3
immensen,1
Investitionsstau,1
begegnen,7
vorsorgende,1
Haushaltspolitik,1
Steuersystem,3
Steuern,4
wohlhabende,1
reiche,1
Globale,4
mächtiger,3
Primat,2
demokratischen,18
enorme,1
Kluft,1
Arm,1
Reich,1
Gesellschaften,12
zufriedenere,1
Hohe,1
Vermögen,9
Gemeinwesens,5
niedrige,3
Anhaltende,1
Ungleichgewichte,2
Finanzpolitik,1
Binnenmarkt,6
Solange,5
Wettbewerbsverzerrung,1
Binnenmarktes,2
strategische,5
Außenwirtschaftspolitik,3
Fairness,2
Gebot,1
freien,5
Welthandels,1
menschenrechtskonformes,1
befördert,3
bereit,4
New,3
Deal,8
Europäische,22
Wirtschaftsraum,1
erfolgreiche,2
Industriestandorte,1
leistungsfähigen,2
Mittelstand,6
Wertschöpfung,5
starkem,2
Sozialstaat,2
traditionsreichen,1
Industrieunternehmen,1
Maschinenbau,2
mittelständischen,3
Industriepolitik,2
zukunftsfähigen,1
Marke,1
Made,2
Germany,4
Gütesiegel,1
kooperative,3
fürsorgende,1
Wertschöpfungsketten,2
gemeinwohlorientiert,3
gewinnorientiert,1
widerstandsfähig,1
innengeist,1
Zukunftsinvestitionen,3
sträflich,1
versäumt,1
private,9
Anschluss,4
USA,8
China,16
Legislaturperiode,4
schnelles,5
Internet,10
Spitzenforschung,6
Quantencomputer,1
Biotechnologie,2
Ladesäulen,1
Energiespeichertechnologien,1
Stadtentwicklung,1
Vergleich,4
Industrieländer,1
Nachzügler,1
Spitzenreiter,1
Gender,5
Budgeting,4
Landes,5
handlungsfähigen,2
Neustart,7
verschulden,1
geschafft,1
Geschäft,1
aufgeben,1
Restaurants,1
Gaststätten,1
Hotels,1
Veranstaltungsbranche,1
Kulturwirtschaft,1
Einzelhändler,1
Solo,4
betroffen,11
betroffenen,7
Branchen,4
Signal,3
Richtungswechsel,1
Existenzen,1
zielgenaue,1
konjunkturelle,1
Hierfür,7
dehnen,1
mittlere,6
steuerlichen,1
Verlustrücktrag,1
begrenzte,2
Abschreibungsbedingungen,1
vereinfachten,1
Restrukturierungsverfahren,1
aufzustellen,1
Insolvenz,1
anmelden,1
Falls,1
Coronahilfen,1
zurückgezahlt,1
großzügige,1
Konditionen,1
Aufträge,3
handlungsfähige,2
Kunst,2
Kulturbranche,1
abgestimmte,7
Kulturförderpolitik,1
Gründungschance,1
Aktiengesellschaften,1
staatliche,11
gestützt,1
Mittels,1
Kurzarbeiter,2
innengeld,1
Beteiligungen,2
Pleite,2
Firmen,4
Staatshilfen,1
Dividenden,2
ausschütten,1
Klimaschutztechnologien,1
made,3
vollem,2
Gange,1
zukünftig,7
Prozesse,6
Angriff,1
realisiert,2
erweitern,5
zielgerichtet,3
degressiv,1
25,4
abgeschrieben,1
steuerliche,1
KMUs,3
fließen,5
Wirksamkeit,5
evaluieren,3
Investitionszuschüsse,2
Starthilfe,1
Klimaverträge,2
dauerhafte,4
Klimaschutzinvestitionen,1
Gründungskapital,2
Gründer,5
innenwelle,1
Nachfolger,2
Einmalbetrag,1
sicherstellt,1
Idee,5
Eigenkapital,3
Bedingung,4
geförderte,4
Gründung,4
Nachhaltigkeitszielen,3
Wirtschaftlichkeitsprüfung,1
Sachverständige,1
durchgeführt,2
Verwaltungsdickicht,1
quälen,1
Information,2
Anmeldung,1
Anlaufstelle,3
Melde,1
Berichtspflichten,3
befreit,1
Frauen,64
Gründungen,3
Nachfolgen,2
unterrepräsentiert,2
Wagniskapitalfonds,4
Vergabe,10
Auswahlgremien,1
besetzen,2
paritätisch,1
Migrationsgeschichte,7
abgebaut,3
brachliegen,1
beziehen,1
Vergabeverfahren,1
Eignungsprüfung,1
Mitarbeiterbeteiligung,1
breiter,4
Gemeinwohl,7
Gründungsfinanzierung,1
Fairer,4
Industrietechnologien,1
energieintensiven,1
Industrien,3
Stahl,1
Zement,1
Chemie,1
Ausstoßes,1
Eckpfeiler,2
Wohlstandes,2
Technologievorreiter,1
klimaneutraler,1
weltweiten,6
Schlüsselrolle,2
einnehmen,4
Sicherung,6
Industriestandorts,1
klimaverträgliche,1
Investitionszuschüssen,1
degressiven,1
Abschreibungen,1
Eigenstromversorgung,1
zunehmenden,3
Carbon,1
Contracts,1
for,2
Difference,1
Differenz,1
Vermeidungskosten,1
Investitionssicherheit,1
neutraler,1
Grundstoffe,1
Leitmärkte,1
Pilotanlagen,1
marktreife,1
sofern,3
Industrieanlagen,1
betreibbar,1
Chemieindustrie,1
Abfälle,1
vornherein,2
Zukunftsfähige,1
gewaltigen,1
Umbrüchen,1
Weltweit,2
läuft,1
Stillstands,1
Branche,4
Entschlossenheit,2
Zusammenarbeit,47
klimagerechte,3
Autoindustrie,2
Automobilwirtschaft,1
zentrale,15
Transformationsprozess,1
Verbrennungsmotor,1
zulassen,1
Stahlbereich,1
Innovationsförderung,1
Technologieoptionen,1
Ladesäuleninfrastruktur,1
Markthochlauf,1
Fahrzeugen,1
kostenneutralen,1
Systems,3
autonomen,1
Fahrens,1
heben,4
Fahrzeugproduktion,1
Generation,2
ressourcensparender,1
Recyclingsystem,1
Batteriegeneration,1
Ökostandards,1
Autoregionen,1
Transformationsdialogen,1
fonds,1
Wertschöpfungskette,4
Zulieferer,1
Qualifizierungsangeboten,1
Halbleiterindustrie,2
weitsichtige,1
funktionieren,2
gesamteuropäisch,2
sektorale,1
Strukturförderung,1
Wasserstoffinfrastruktur,1
Solarmodul,1
Batteriezellfertigung,1
offenen,5
Halbleitertechnologie,2
vorgeschlagen,3
ausgebaut,7
Stellung,2
dynamische,1
zukünftige,1
erwarten,2
Halbleiter,1
Europe,1
Schlüsselbranche,1
komplett,3
außereuropäischen,1
Lieferanten,1
abhängig,8
nächste,4
Importabhängigkeit,1
geraten,4
Nachricht,1
Komponenten,3
Windrädern,1
Wechselrichtern,1
enorm,3
wichtige,25
PV,1
Modul,1
Produktionskapazitäten,1
Zahlreiche,2
deuten,1
weitem,3
Solarindustrie,1
Impulsgeberin,1
Investitionshilfen,1
Reparatur,6
Recyclingindustrie,2
Designfehler,1
Verschwendung,1
Rohstoffpolitik,1
Primärrohstoffen,1
nachwachsende,1
Rohstoffgewinnung,1
Umweltstandards,2
heimischer,3
Dialog,11
Akteuren,1
forcieren,1
Verpackung,1
Laptop,2
verwendet,3
repariert,1
Ergebnis,2
spätestens,2
2050,1
geplantem,1
Verschleiß,2
Rohstoffimporten,1
verringert,2
weisen,2
verbindlichen,3
Herstellerverpflichtungen,1
Recyclingquoten,1
Abgaberegelungen,1
Normen,3
Materialien,3
Produktpass,1
ausstatten,7
Reparierbarkeit,1
bereitstellt,2
Effizienter,1
Materialeinsatz,1
Energiebedarf,1
Gelingen,1
Forschungsergebnisse,2
Praxis,6
Gründungskultur,1
beleben,1
Hochschulen,18
Forschungseinrichtungen,2
geforscht,1
Vielversprechende,1
Grundlagenforschung,1
Impfstofferfolge,1
völlig,1
ermöglichte,1
Rekordzeit,1
mehrerer,1
Impfstoffe,4
Strukturelle,2
Hemmnisse,1
Ausgründungen,1
Transfer,1
Hightech,4
Gründungszentren,1
Entrepreneurship,1
Ausbildungen,5
stille,1
Institutionen,25
Ausgründungsstandard,1
Impfstoffen,4
Medizinprodukten,3
erforscht,2
bezüglich,3
Forschungskosten,1
fairer,3
Preisgestaltung,1
gerechten,5
Zugangsmöglichkeiten,1
knüpfen,3
Zusätzlich,6
mittelfristige,1
Vereinheitlichung,1
Gründungs,2
Gesellschaftsrechts,1
Wirtschaftsraums,1
Führungsgremien,2
vielfältiger,1
Führungsetagen,1
diverse,4
Teams,6
erfolgreicher,1
Führungs,1
Entscheidungsgremien,3
abbilden,5
Obwohl,1
qualifiziert,1
Männer,5
fehlen,5
bleibt,12
Freiwillige,5
gebracht,3
Masse,1
herstellen,6
Frauenanteil,5
verpflichtend,9
Drittel,2
Vorstandssitze,1
größerer,2
börsennotierter,1
Neubesetzung,1
Hindernisse,4
fehlende,3
Elternzeitregelungen,1
Aktienrecht,1
Aufsichtsräte,2
Neubesetzungen,1
anstreben,2
Behörden,18
Plänen,1
paritätische,1
Betriebsstrukturen,1
Karriereförderung,1
Organisationen,12
Aufstieg,2
Verwaltungen,3
Anstalten,1
Rechts,8
Verbänden,4
Führungspositionen,2
angestrebt,1
Wirtschaftsförderung,2
geschlechtergerechter,1
ausgestalten,6
Gründerinnen,1
Fachkräftemangel,3
demografischen,1
erwerbsfähigen,1
Alter,10
schrumpfen,1
erfordern,2
Berufe,2
Fähigkeiten,10
entgegenwirken,4
berufliche,9
berufsbegleitende,1
duale,3
Berufsausbildung,3
Lehrinhalte,1
Ausstattung,9
aufgewertet,2
Meisterbrief,1
ungenutzt,1
Älteren,1
Behinderungen,19
einkommensarmen,1
Elternhäusern,2
Geschlechterstereotypen,1
Einwanderung,2
Talentkarte,2
schnelleren,2
Anerkennung,12
ausländischer,2
Bildungs,7
Berufsabschlüsse,1
wechselseitig,1
Allgemein,1
Bildungsabschlüsse,2
Anerkennungsverfahren,1
kostengünstiger,1
akademisch,1
anerkannter,1
Hochschulabschlüsse,1
mögliche,3
Anpassungsbedarfe,1
überprüfen,4
Anerkennungspraxis,1
Geflüchtete,10
Spurwechsel,2
Geflüchteten,19
Einwander,1
Bedarf,9
Ansprechpersonen,2
Begleitung,3
Mittelstandspolitik,2
Innovationspolitik,2
wettbewerbsfähig,1
Dreiklang,1
Lasten,6
innovationsfreundlichen,1
Steuerpolitik,2
breitenwirksamen,1
Forschungslandschaft,3
effizienten,4
Verwaltung,22
vereinfacht,7
Vorhaben,7
ausgetestet,1
Anwender,1
Größen,1
KMU,1
Tests,1
erforderlich,2
innovationsorientierter,1
Entlastung,3
Selbständigen,3
Kleinstunternehmen,1
Gewinngrenze,1
Buchführungspflicht,1
angehoben,3
beantragen,1
dokumentieren,1
passgenaue,1
Beratungen,1
längere,2
Zeiträume,1
regionaler,2
Innovationsökosysteme,1
eigenständigen,4
Innovationsagentur,1
Innova,2
Ausgerichtet,1
Innovationsnetzwerke,1
proaktiv,1
Aachen,1
Anklam,1
Flensburg,1
Füssen,1
agierenden,1
klar,7
definierte,1
Kennzeichnungen,1
Förderkonzepte,1
Bezahlbare,1
Mieten,6
Immobilienspekulation,2
vielfach,3
Gewerbemieten,2
unverträglich,1
angestiegen,2
Händler,2
Gewerbetreibende,1
verdrängt,1
genau,2
dauerhaft,15
Kündigungsschutz,1
befristete,1
Mietverträge,2
angemessenen,4
verlängern,2
Gewerbemietpreisbremse,1
angespanntem,1
Gewerberaummarkt,1
Begrenzung,1
Wettbewerbsrecht,2
starkes,4
Wirtschaftsbeziehungen,1
Kollateralschaden,1
unlauterem,1
Verstoß,1
Sozialstandards,5
unlauterer,1
verfolgt,6
Umweltschutzaspekte,1
grundsätzlich,5
Fusionskontrollverfahren,1
Verbraucherschutz,6
Wettbewerbsbeschränkungen,1
behördliche,2
effektiv,9
umstrittene,1
Ministererlaubnisverfahren,1
Fusionskontrollen,1
Verfahrensgegner,1
vollständigen,1
Klagemöglichkeiten,1
Datenschutzbehörden,2
Zusammenschlusskontrolle,1
Bundeskartellamts,1
konsultiert,1
Stellungnahmen,1
Fusion,1
Zukunftsfähigkeit,2
Handwerks,1
präsent,1
zeichnet,1
Heterogenität,1
Heizungsinstallateurbetrieb,1
hunderten,1
Kleinstbetrieb,1
wichtigsten,2
Wirtschaftsfaktoren,1
krisensichere,1
Wende,2
jungen,5
liegen,6
Gebäudesanierung,1
Heizungstausch,1
Bürokratieabbau,1
Unterstützung,42
Oberstes,1
Bereichen,17
Gebäudebereich,1
Aufstockung,3
Weitergebildeten,1
Handwerksberufe,1
stärkere,9
Tarifbindung,2
branchenspezifische,1
Mindestvergütungen,1
Gleichwertigkeit,3
beruflicher,3
akademischer,2
Durchlässigkeit,2
selbstverständlich,6
genauso,15
Austausch,13
Zugang,52
Stipendien,3
Kreativwirtschaft,5
unterschätzten,1
erzielten,1
Kreativen,1
Kulturschaffenden,1
2019,2
Umsatz,1
knapp,1
180,1
chemische,1
Finanzdienstleister,1
existenziell,1
kleinere,2
Verlage,1
Privattheater,1
Programmkinos,1
Clubs,3
Veranstaltungsorte,1
gezieltem,1
verbesserter,1
kulturellen,6
Wegbrechen,1
Innovationsbegriff,1
Programmen,2
Existenzgründungsförderung,1
schneiden,1
spezifisch,1
Gründungsförderung,1
Arbeitslosigkeit,2
bedarfsgerecht,4
Tourismuswirtschaft,2
Beine,3
Reise,1
zentraler,7
Wirtschaftsfaktor,1
millionenfache,1
Arbeitgeberin,1
schwer,8
klimaschonender,1
ökologischer,3
blinder,1
Massentourismus,1
Kreuzfahrtschiffen,1
Müllproduktion,1
riesigem,1
Gegenteil,1
Kreuzschifffahrt,1
Landstrom,1
hingegen,3
Nachhaltigen,1
sanften,1
touristischer,2
Wasserwege,1
Shelter,1
Dänemark,1
erlebbar,1
Biosphärenreservate,1
Naturschutzgebiete,1
regulierten,2
Reisemittel,1
Nummer,1
europäisches,4
Nachtzugnetz,1
mithelfen,1
bereisen,1
unternehmerischen,1
definiert,5
BIP,1
verstehen,5
anhand,4
inklusiver,3
Jahreswirtschaftsbericht,1
Jahreswohlstandsbericht,1
veröffentlicht,2
Naturschutzes,1
Einkommensverteilung,1
Erfolgsmessung,1
Unternehmensebene,2
Bilanzierungsregeln,1
Werte,8
Treibhausemissionen,1
Vorschriften,2
Messung,1
nachhaltigem,3
unternehmerischem,2
eher,1
bestraft,1
positiv,1
angereizt,1
ambitioniert,4
umfasst,5
Gesetzesvorschläge,1
gestärkte,5
Energiesicherheit,1
Innovationsdynamik,2
dekarbonisierten,1
Ebenen,9
Just,1
Transition,1
Fund,1
Landwirtschaftspolitik,1
Gemeinsamen,3
Klimaabkommens,2
gestellt,8
immense,1
Handelspolitik,8
Sozialkapitel,1
zukünftigen,6
Handelsverträgen,1
rechtsverbindlich,1
sanktionierbar,1
Binnenmarkts,5
Erfolgsgeschichte,2
beruht,3
Produktsicherheit,1
Ausnutzung,1
Skaleneffekten,1
begünstigen,1
Plattformen,9
Marktmacht,3
Qualitäts,1
Produktions,2
Vertriebsweise,1
übernehmen,21
Handlungsspielräume,2
Daseinsvorsorge,13
Liberalisierungsdruck,1
Sozialunternehmen,2
Genossenschaften,4
kurzfristige,2
Rendite,4
Demokratisierung,1
krisenfester,4
gemeinwohlorientierter,1
Rechtsformen,1
Andererseits,2
Anliegen,3
begrüßen,6
Gemeinwohlökonomie,1
Breite,1
zielgruppenspezifische,2
klassischen,1
Innovationsfinanzierung,1
Gründungswelle,1
inspirierter,1
orientierter,1
Benachteiligungen,3
Gründungszuschuss,1
Arbeitsagenturen,1
Gewinn,2
Wirkungskriterien,1
Guthaben,1
verwaisten,1
Konten,1
Erbansprüche,1
investiert,7
Formen,9
Unternehmertum,1
Unternehmensform,1
Verantwortungseigentum,1
individuell,2
konsumierbares,1
kurzfristigen,3
Shareholder,1
Value,1
Rechtsform,2
hundertprozentige,1
Vermögensbindung,1
reinvestiert,1
gespendet,1
Stimmrechte,2
Kollektiv,1
treuhänderisch,1
Meistbietende,1
ähnlich,4
anwaltlichen,1
Partnerschaften,8
verbundene,1
Personen,10
weitergegeben,1
Cloud,4
Daten,21
Schlüsselressource,1
Künstlichen,1
Intelligenz,5
industriellen,1
freiwillige,6
personenbezogenen,2
anonymisierten,2
Entwicklungs,5
Fertigungsprozessen,1
rechtssicher,4
Spielregeln,1
dezentrale,4
Datenpools,1
Datentreuhandmodelle,2
Datengenossenschaften,1
Kartellbehörden,1
überprüfbare,1
Source,1
Expertise,5
Datenmengen,1
Künstliche,2
rasante,1
Impfstoffs,1
Wissenschaftler,9
Mainz,1
Unternehmenslandschaft,1
steckt,2
entschlossenen,1
KI,2
Quantencomputing,1
Sicherheits,5
Kommunikations,1
Batteriezellen,1
technologische,4
Souveränität,9
mitspielen,1
besonderen,6
Lebensbedingungen,3
Menschheit,1
privates,1
Risikokapital,1
hebeln,2
mithalten,1
Clustern,1
Grundstein,2
Trends,1
Ökosystems,1
Erproben,1
allgemeiner,2
Künstlicher,2
Artificial,1
General,1
Intelligence,1
auszubauen,5
benötigten,2
Talente,3
anzuziehen,1
Wagniskapital,1
technologisch,1
exzellent,1
bahnbrechende,1
umwandeln,2
Fördermöglichkeiten,1
Netzwerke,3
Unterschied,1
Flipchart,1
erfolgreichen,1
ausmachen,1
staatlicher,4
Heimat,6
fordern,9
Zukunftsfonds,2
verstreute,1
Förderangebote,1
bündeln,8
Vielfaches,1
privaten,6
funktionierender,2
Sekundärmarkt,1
Direktinvestitionen,2
Co,7
Investing,1
Plattform,3
Mission,2
Greentech,2
Bioökonomie,1
Zirkulärwirtschaft,1
Risikoprofils,1
einfache,5
Finanzierungsformen,1
Economy,1
Barrieren,2
Aufträgen,1
Hubs,1
etablierten,1
Internetgiganten,1
Märkten,2
übermäßige,1
einzelner,1
eingeschränkt,1
aufgehoben,3
Relevante,1
Erwerbsvorgänge,1
Tech,2
Konzernen,1
Bundeskartellamt,1
strategischen,3
Aufkauf,1
aufkeimender,1
Killer,1
Acquisitions,1
Gelegenheit,1
Stellungnahme,1
Interoperabilität,3
Software,9
Datenportabilität,1
marktbeherrschenden,1
Digital,2
Markets,1
Act,2
Kartellamts,1
Digitalaufsicht,1
Frühwarnsystem,2
fungiert,1
sanktionsbewährte,1
Kooperations,1
Transparenzpflichten,2
aussprechen,1
Missbrauch,6
aufgespalten,1
Geschlechtervielfalt,1
Digitalwirtschaft,1
einbringen,6
Strategie,16
vorlegen,5
Mädchen,10
Grundschule,2
Digitalthemen,1
begeistert,2
Technikgenderstereotype,1
aufwachsen,2
geschlechtersensible,1
Lehre,9
Ansprache,1
MINT,2
Studiengänge,2
Ausbildungsberufe,1
Gremien,3
Richtungsentscheidungen,1
familiengerechte,1
Ausbildungswege,1
beruflichem,1
Hintergrund,5
Digitalbranche,2
Kulturwandel,3
volles,1
Innovationspotenzial,1
diskriminierungsfreie,2
Gestaltungspositionen,1
Fördermitteln,2
Diversität,10
Digitalstrategien,1
Transparente,2
Algorithmen,1
Datenverarbeitende,1
algorithmische,2
Entscheidungssysteme,2
neues,7
generieren,1
nachhaltigeres,1
Datengetriebene,1
neutral,1
Produkt,2
zugrunde,3
liegenden,1
somit,5
diskriminierend,2
vorurteilsbehaftet,1
Qualitätskriterien,1
Anstrengungen,4
Überprüfbarkeit,1
abgestuften,1
automatischer,2
Nachvollziehbarkeit,2
Arbeitsrecht,3
Datenqualität,1
Kontrolle,16
betroffene,3
gleiche,16
geschult,4
technisch,4
aufgestellt,3
Gleichbehandlungsgesetzes,1
strenge,2
algorithmischen,1
automatischen,2
Plattformanbieter,1
automatisierten,1
Vergleiche,1
erklären,4
Standortfaktor,2
rechtsstaatliche,2
gewähren,3
Stromnetze,1
digital,10
souverän,1
unterlaufen,1
effektiver,2
Menschenwürde,1
Gänze,1
Abwehr,3
überindividueller,1
kollektiv,1
Privatsphäre,2
Auditierungen,1
dezentrales,1
unabhängiges,3
Beratungsnetzwerk,1
gutem,4
Aufsichtsbehörden,1
föderalen,2
Zusammenspiel,6
Aufgabenwahrnehmung,1
BSI,1
mitgedacht,1
implementiert,2
sicherer,7
risikoorientierten,1
benutzerfreundlichen,1
Bereitstellung,2
Sicherheitsupdates,1
5G,1
Integrität,3
Einhaltung,8
verstärkte,7
Eigenentwicklungen,1
Produktionen,2
Gefahrenlagen,1
konkret,2
bewerten,1
technischen,2
rechtliche,9
sicherheitsrelevante,1
geostrategische,1
Aspekte,2
einbezogen,6
vertrauenswürdigen,1
autoritären,7
kritischer,3
Handelsverträge,2
Vertiefung,1
Zeiten,11
Vorzeichen,2
Systemwettbewerbs,1
proaktive,1
multilateralen,8
Welthandel,1
Handelsabkommen,5
einfordern,3
Beziehungen,6
Partner,14
Zersplitterung,1
Handelsbeziehungen,3
erschwert,2
internationales,3
Miteinander,1
reformierte,1
Welthandelsorganisation,1
WTO,3
echten,8
Partnerschaft,8
Berufungsinstanz,1
Streitbeilegung,3
wiederbeleben,1
Multiplizierung,1
Handelskonflikten,1
Stärkeren,3
einzudämmen,5
US,5
Administration,2
Handelskonflikte,1
beizulegen,1
transatlantischen,4
negativen,1
Ernährungssouveränität,1
Mercosur,2
lateinamerikanischen,2
selbstbewusst,2
Handelsverhandlungen,1
durchsetzbare,1
Menschenrechts,4
Marktöffnungen,1
